id,title,author,text,label
282,Leaked Audio: Famous Actor Admits to Being a Hologram Controlled by AI - ID 282,Anonymous Source,A controversial study published on a wellness blog claims that popular green vegetables contain hidden chemicals designed to disrupt human cells. The author advises readers to swap fresh green vegetables for synthetic nutrient pills manufactured by his company. State regulators have filed a warning against these claims.,1
283,Leaked Audio: Famous Actor Admits to Being a Hologram Controlled by AI - ID 283,Anonymous Source,A controversial study published on a wellness blog claims that popular green vegetables contain hidden chemicals designed to disrupt human cells. The author advises readers to swap fresh green vegetables for synthetic nutrient pills manufactured by his company. State regulators have filed a warning against these claims.,1
284,SHOCK REPORT: Secret Labs Found Processing Alien DNA in Underground Facilities - ID 284,Anonymous Source,A controversial study published on a wellness blog claims that popular green vegetables contain hidden chemicals designed to disrupt human cells. The author advises readers to swap fresh green vegetables for synthetic nutrient pills manufactured by his company. State regulators have filed a warning against these claims.,1
285,Microsoft Announces Partnership to Enhance Cyber Defense Infrastructure - ID 285,Reporter 14,"The World Health Organization has officially cleared a breakthrough malaria vaccine for pediatric use. After successful Phase III clinical trials involving over ten thousand children, the vaccine proved to be 78% effective at preventing severe infections. Health ministers across sub-Saharan Africa welcomed the announcement.",0
286,Global Summit Agrees on New Carbon Emission Reduction Targets - ID 286,Reporter 13,"In a major legislative victory, the Senate has passed a sweeping infrastructure bill yesterday. The legislation, which was approved with a 68-32 bipartisan vote, earmarks billions of dollars for highway improvements, clean water initiatives, and high-speed broadband expansion. 'This is a historic investment in our nation's future,' the President remarked during a press conference.",0
287,Senate Passes Landmark Infrastructure Bill with Bipartisan Support - ID 287,Reporter 9,"In an electric performance, Lionel Messi scored twice and assisted a third goal to lead Inter Miami to victory. The match, which drew a record crowd of seventy thousand fans, marks the club's first major trophy since the restructuring of its tactical staff last winter.",0
288,Apple Unveils M4 Pro Chips with Next-Generation AI Engines - ID 288,Reporter 16,Apple Inc. announced its latest silicon chips today during a keynote event at Cupertino. The new M4 Pro architecture features dedicated hardware accelerators for large language models. Experts note this move places Apple at the forefront of local machine-learning computation on personal computers. Shipments are expected to begin early next month.,0
289,Retail Sales Rise Unexpectedly in May Indicating Strong Economy - ID 289,Reporter 16,"In an electric performance, Lionel Messi scored twice and assisted a third goal to lead Inter Miami to victory. The match, which drew a record crowd of seventy thousand fans, marks the club's first major trophy since the restructuring of its tactical staff last winter.",0
290,Retail Sales Rise Unexpectedly in May Indicating Strong Economy - ID 290,Reporter 22,"In a major legislative victory, the Senate has passed a sweeping infrastructure bill yesterday. The legislation, which was approved with a 68-32 bipartisan vote, earmarks billions of dollars for highway improvements, clean water initiatives, and high-speed broadband expansion. 'This is a historic investment in our nation's future,' the President remarked during a press conference.",0
291,Japan Launches Next-Generation Satellite to Track Climate Change Impacts - ID 291,Reporter 8,Apple Inc. announced its latest silicon chips today during a keynote event at Cupertino. The new M4 Pro architecture features dedicated hardware accelerators for large language models. Experts note this move places Apple at the forefront of local machine-learning computation on personal computers. Shipments are expected to begin early next month.,0
292,Doctors Warn: Eating Broccoli Could Turn Your Immune System Against You - ID 292,Anonymous Source,"In a shocking development, leaked emails suggest a tech billionaire is currently negotiating the purchase of sovereign land in the Mediterranean. The reports claim he plans to establish a private zone free from data privacy regulations. Officials have not commented on the authenticity of the emails.",1
293,NASA Confirms Giant Asteroid Will Wipe Out Earth Next Tuesday (NASA Tries to Hide It!) - ID 293,Anonymous Source,A controversial study published on a wellness blog claims that popular green vegetables contain hidden chemicals designed to disrupt human cells. The author advises readers to swap fresh green vegetables for synthetic nutrient pills manufactured by his company. State regulators have filed a warning against these claims.,1
294,Scientists Reveal: Water on Mars Actually Tastes Like Lemon Juice - ID 294,Anonymous Source,A controversial study published on a wellness blog claims that popular green vegetables contain hidden chemicals designed to disrupt human cells. The author advises readers to swap fresh green vegetables for synthetic nutrient pills manufactured by his company. State regulators have filed a warning against these claims.,1
295,NASA's Artemis III Mission Announces Astronaut Crew for Moon Landing - ID 295,Reporter 10,"In a major legislative victory, the Senate has passed a sweeping infrastructure bill yesterday. The legislation, which was approved with a 68-32 bipartisan vote, earmarks billions of dollars for highway improvements, clean water initiatives, and high-speed broadband expansion. 'This is a historic investment in our nation's future,' the President remarked during a press conference.",0
296,ALERT: Major Banks to Wipe Out All Customer Balances by Midnight - ID 296,Anonymous Source,"A leaked intelligence document reveals a massive operation involving underground facilities. According to anonymous sources within the department, scientists have successfully integrated foreign genetic material into local crop cycles. Critics claim the media is keeping quiet to avoid global panic, but whistleblowers suggest the experiment has been running since 1998.",1
297,Secret Deal: Tech Giant CEO to Buy Small European Country to Host Private Servers - ID 297,Anonymous Source,A controversial study published on a wellness blog claims that popular green vegetables contain hidden chemicals designed to disrupt human cells. The author advises readers to swap fresh green vegetables for synthetic nutrient pills manufactured by his company. State regulators have filed a warning against these claims.,1
298,Federal Reserve Keeps Interest Rates Steady Amid Cooling Inflation - ID 298,Reporter 5,"Federal Reserve Chairman Jerome Powell announced that the central bank will maintain its benchmark interest rate at current levels. Citing stable job growth and CPI numbers indicating cooling inflation, Powell advised that rate cuts remain on the table later this year depending on incoming economic data.",0
299,Global Summit Agrees on New Carbon Emission Reduction Targets - ID 299,Reporter 25,"In an electric performance, Lionel Messi scored twice and assisted a third goal to lead Inter Miami to victory. The match, which drew a record crowd of seventy thousand fans, marks the club's first major trophy since the restructuring of its tactical staff last winter.",0
